1
100 10000 10000
47 16 128 994
39 44 134 1000
11 61 85 996
25 7 104 996
49 2 202 990
94 54 59 1000
11 61 34 996
91 32 124 999
78 87 181 994
69 12 150 999
89 83 228 996
79 91 10 992
25 7 52 993
23 21 204 992
32 35 229 997
21 40 102 990
74 23 200 991
1 68 190 996
57 96 169 994
87 57 3 997
14 97 167 996
34 64 137 993
38 67 74 991
55 100 227 994
24 9 200 997
71 52 174 991
36 94 177 994
78 87 93 998
63 93 33 993
49 2 28 994
55 100 189 991
87 57 123 995
16 38 137 995
92 82 122 996
54 78 249 993
14 51 166 996
11 61 119 999
96 70 116 991
3 13 26 999
62 8 157 992
38 67 241 992
99 81 159 991
69 12 129 999
13 29 44 992
4 7 108 5
37 4 131 993
23 21 177 1000
45 14 121 997
67 25 32 993
96 70 106 995
16 38 162 993
23 21 236 998
30 37 189 997
83 76 153 990
1 68 210 996
48 11 242 993
84 62 175 996
16 38 216 994
49 2 159 999
21 40 47 997
57 96 220 993
3 13 235 998
90 39 150 990
38 67 101 991
59 5 130 998
42 89 8 994
78 87 206 993
18 27 129 991
2 34 182 997
82 51 14 993
66 77 226 991
49 2 241 990
70 99 38 993
42 89 12 991
78 87 239 998
28 53 8 992
72 48 165 998
82 51 244 994
22 41 154 995
81 29 8 990
90 39 1 995
40 6 39 992
53 63 170 993
88 33 235 991
82 51 240 998
76 75 148 991
80 46 91 991
12 60 249 999
12 60 164 997
70 99 200 999
79 91 35 1000
8 43 140 998
85 47 21 990
28 53 3 1000
38 67 37 1000
66 77 100 994
71 52 183 998
52 22 40 998
10 73 44 994
10 73 126 991
34 64 142 991
18 27 212 991
79 91 108 990
41 20 236 1000
83 76 221 999
52 22 220 990
30 37 15 995
71 52 218 999
1 68 229 998
38 67 35 994
86 85 50 996
39 44 131 998
64 18 222 994
62 8 137 995
9 28 212 996
6 31 133 991
95 88 147 994
12 60 92 991
17 55 208 998
82 51 126 990
70 99 237 992
88 33 149 994
61 71 239 1000
31 15 36 994
28 53 151 990
66 77 18 997
95 88 45 995
48 11 68 995
82 51 70 997
66 77 206 991
96 70 95 1000
20 3 40 1000
95 88 141 993
95 88 147 990
93 42 76 994
31 15 162 998
34 64 135 997
23 21 248 1000
58 30 67 1000
23 21 113 994
22 41 175 992
89 83 112 997
6 31 59 990
64 18 154 990
24 9 199 997
51 50 34 1000
18 27 103 991
55 100 222 997
32 35 149 994
88 33 103 994
22 41 200 994
61 71 68 994
13 29 25 997
10 73 212 999
48 11 183 990
76 94 192 992
41 20 53 993
43 17 220 993
1 68 208 991
67 25 241 993
44 18 99 996
4 90 28 995
52 22 219 999
30 37 3 990
39 44 175 994
14 97 43 999
98 92 39 991
45 14 53 990
87 57 228 995
12 60 189 1000
66 77 150 992
88 33 79 1000
25 7 97 994
16 38 145 990
42 89 208 994
87 57 212 998
68 66 247 991
96 70 204 997
41 20 3 995
65 45 79 996
93 42 34 1000
72 48 124 995
33 10 11 997
48 11 10 998
14 97 153 991
42 89 58 1000
22 41 184 994
7 59 224 998
11 61 50 996
68 66 100 994
39 44 69 999
88 33 233 991
79 91 136 991
19 56 76 994
52 22 56 991
32 35 62 993
59 5 203 998
19 56 96 994
48 11 11 1000
7 59 176 992
51 50 85 993
2 34 52 1000
42 89 78 993
93 42 62 996
10 73 166 999
26 24 44 997
32 35 18 993
87 57 236 990
88 33 225 996
77 80 102 991
87 57 232 991
15 65 149 994
27 69 150 997
12 60 177 993
67 25 137 999
52 22 192 991
41 20 220 994
60 26 197 990
59 5 184 990
40 6 99 994
98 92 148 994
18 27 56 991
16 38 70 995
58 30 97 1000
18 27 60 999
60 26 82 1000
9 28 89 997
46 49 5 999
45 14 78 994
63 93 225 999
5 74 81 997
14 97 133 998
91 32 246 990
32 35 196 997
5 74 38 997
2 34 177 996
24 9 82 995
2 34 195 993
82 51 142 999
59 5 57 998
74 23 85 992
1 68 204 996
69 12 1 994
45 14 29 993
1 68 100 997
21 40 133 991
74 23 246 1000
74 23 137 996
99 81 48 995
23 21 1 994
15 65 142 997
17 55 222 998
75 84 76 991
58 30 49 998
80 46 194 993
30 37 208 996
53 63 176 992
27 69 198 1000
24 9 106 993
39 44 244 994
14 97 215 991
74 23 9 990
94 54 137 996
3 13 228 990
38 67 107 999
57 96 54 995
58 30 211 992
99 81 134 996
6 31 210 1000
65 45 135 994
63 93 139 991
35 58 59 1000
90 39 121 990
16 38 41 996
14 97 150 997
88 33 100 992
15 65 181 1000
80 46 148 999
88 33 240 995
60 26 154 992
76 75 230 999
97 19 154 994
20 3 42 1000
64 18 191 1000
79 91 180 993
46 49 17 993
60 26 169 1000
51 50 71 991
73 98 83 997
72 48 222 994
30 37 75 991
88 33 99 998
22 41 39 995
92 82 89 999
54 78 125 1000
5 74 108 998
87 57 141 1000
99 81 74 991
55 100 12 996
5 74 234 998
43 17 51 993
17 55 164 990
35 58 192 993
99 81 104 993
83 76 243 995
34 64 195 993
2 34 138 990
65 45 30 999
76 75 172 995
32 35 126 992
97 19 170 996
73 98 187 997
58 30 154 996
54 78 188 1000
99 81 88 1000
77 80 13 993
12 60 104 995
57 96 93 999
82 51 152 996
89 83 102 997
37 4 85 990
50 72 53 992
86 85 145 992
93 42 226 999
70 99 3 998
28 53 203 997
1 68 144 993
92 82 166 996
28 53 170 991
70 99 148 992
14 97 213 991
50 72 217 1000
8 43 54 996
40 6 86 998
86 85 138 993
37 4 89 992
12 60 150 993
60 26 36 998
83 76 185 993
20 3 14 1000
26 24 113 994
80 46 19 990
65 45 34 995
4 90 214 998
69 12 150 997
56 36 61 995
88 33 157 996
75 84 233 998
42 89 36 996
31 15 239 992
66 77 180 994
57 96 120 991
7 59 123 993
80 46 120 997
64 18 58 998
89 83 171 1000
98 92 117 999
60 26 9 993
10 73 242 994
22 41 144 998
77 80 135 998
7 59 154 997
34 64 24 993
65 45 244 997
60 26 32 994
48 11 21 992
25 7 79 991
13 29 22 997
92 82 73 991
59 5 142 998
53 63 103 997
82 51 3 993
16 38 136 992
45 14 55 997
62 87 110 994
70 99 229 997
89 83 218 993
73 98 53 995
75 84 213 1000
96 70 76 992
38 67 29 990
35 58 125 990
10 73 190 1000
93 42 244 991
96 70 137 991
78 87 127 998
30 37 144 999
2 34 249 995
33 10 182 993
38 67 54 1000
73 98 7 994
83 76 164 999
27 69 23 993
90 39 165 999
30 37 185 992
85 47 142 999
71 52 60 994
49 2 102 994
47 16 123 990
74 23 237 999
1 68 3 990
9 28 87 999
11 61 146 992
25 7 167 994
87 57 127 994
52 22 90 999
82 51 192 993
3 13 184 995
80 46 243 990
47 16 10 993
88 33 98 999
77 80 18 997
54 78 214 994
24 9 122 999
19 56 97 995
67 30 200 990
37 4 3 995
57 96 201 990
40 6 7 994
9 28 237 993
36 94 177 995
86 85 77 991
96 70 93 997
90 39 138 990
89 83 35 993
87 57 170 995
72 48 193 993
60 26 164 996
52 22 219 995
72 48 236 994
6 31 29 991
90 39 136 1000
31 15 46 994
36 94 25 992
64 18 72 990
2 34 95 992
21 40 74 991
73 98 89 990
85 47 160 997
14 97 65 999
53 63 220 993
75 84 129 990
27 69 36 995
56 36 11 993
88 33 22 994
3 13 55 1000
78 87 88 998
4 90 229 995
19 56 207 999
96 70 237 1000
16 38 186 992
8 43 193 997
27 69 103 1000
15 65 235 1000
14 97 205 996
7 59 84 997
16 38 101 992
28 53 210 996
50 72 38 990
9 28 39 997
90 39 100 998
53 63 5 994
66 77 37 990
80 46 38 998
93 42 184 994
63 93 196 993
79 91 178 998
51 50 164 994
65 45 70 999
9 28 184 991
80 46 203 994
14 97 189 990
93 42 13 994
86 85 46 992
21 40 110 997
7 59 1 993
88 33 56 994
64 18 30 992
13 29 95 994
35 58 181 990
98 92 163 990
49 2 239 1000
57 96 28 999
68 66 234 994
25 7 69 991
56 36 242 992
49 2 133 991
22 41 50 993
4 90 100 998
74 23 169 996
42 89 29 995
89 83 78 993
40 6 179 990
87 57 206 996
52 22 110 991
27 69 48 995
77 80 223 992
55 100 106 999
99 81 175 996
31 24 22 5
14 97 132 995
31 15 225 996
47 16 23 995
48 11 35 999
10 73 209 991
98 92 152 994
4 90 186 997
31 15 72 999
79 91 187 998
65 45 234 996
50 72 86 991
61 71 76 995
93 42 49 990
38 67 175 997
30 37 5 999
60 26 75 998
34 64 33 998
45 14 185 990
9 28 113 990
91 32 156 994
10 73 28 995
33 10 211 993
67 25 228 993
30 37 243 991
33 10 71 995
50 72 122 1000
6 31 17 991
31 15 27 991
18 27 2 992
33 10 52 994
91 32 245 996
94 54 211 992
31 15 27 994
79 91 30 995
45 14 19 991
99 81 135 991
5 74 197 995
8 43 232 997
7 59 63 997
90 39 124 990
75 84 63 996
89 83 86 994
83 76 205 997
4 90 212 992
48 11 140 992
82 51 108 992
86 79 179 995
21 40 145 995
99 81 179 996
27 69 41 991
9 28 160 1000
59 5 136 1000
55 100 180 992
31 15 6 999
20 3 227 995
42 89 78 990
82 51 207 1000
99 81 119 997
65 45 15 992
62 8 158 997
20 3 68 1000
22 41 86 999
92 82 204 990
97 19 246 995
95 88 90 992
20 3 165 990
5 74 124 991
40 6 46 997
18 27 224 992
69 12 82 992
69 12 103 991
61 71 153 1000
25 7 201 990
50 72 68 998
34 64 129 994
92 82 18 998
76 75 179 995
74 23 108 997
48 11 41 997
19 56 82 992
32 35 233 999
34 64 84 999
32 35 70 992
63 93 211 996
5 74 11 990
42 89 65 993
45 14 28 997
87 57 71 994
19 56 44 990
89 83 115 999
85 47 175 994
52 22 170 994
24 9 26 1000
43 17 134 992
20 3 148 991
87 57 137 998
17 55 242 994
65 45 250 1000
57 96 149 997
30 37 59 995
38 67 100 994
76 75 225 996
50 72 8 996
13 29 3 1000
56 36 8 991
32 35 55 993
48 11 43 998
28 65 74 998
53 63 250 1000
44 95 63 999
52 22 179 997
49 2 95 990
71 52 88 999
96 70 73 992
56 36 14 995
38 67 158 995
36 94 228 990
65 45 42 995
91 32 72 997
17 55 177 999
93 42 211 993
12 60 243 996
90 39 49 996
83 76 183 995
14 97 4 1000
25 7 122 999
62 8 18 993
42 89 172 995
85 47 219 990
24 9 163 997
14 97 239 998
78 87 166 998
44 95 49 996
39 44 175 993
95 88 184 997
6 31 136 991
46 49 49 995
39 44 112 994
96 70 163 996
61 71 167 997
96 70 4 998
23 21 143 1000
97 93 12 1
21 40 137 994
27 69 49 991
66 77 61 999
15 65 141 1000
7 59 55 991
96 70 16 994
64 18 83 995
98 92 159 995
86 85 3 992
40 6 158 995
8 43 180 1000
20 3 68 993
98 92 170 992
1 68 177 993
24 9 224 994
19 56 165 994
40 6 20 994
74 23 184 999
19 56 22 993
59 5 96 997
11 61 47 995
8 43 74 993
26 24 126 996
67 25 63 990
16 38 149 993
27 69 25 1000
7 59 211 996
90 39 67 997
36 94 85 995
53 63 53 991
71 52 8 991
49 2 245 995
6 31 116 990
14 97 84 992
93 42 98 997
8 43 44 1000
36 94 28 999
77 80 35 991
78 87 144 994
80 46 227 992
20 3 95 999
96 70 111 990
92 82 234 999
39 44 29 997
66 77 22 994
76 75 100 990
55 100 222 993
58 30 101 990
65 45 162 991
34 64 74 994
34 64 189 990
91 32 237 990
30 37 32 997
19 56 48 993
53 63 213 995
71 52 59 996
57 96 40 992
88 33 47 992
60 26 74 997
2 34 157 994
4 90 155 990
45 14 44 999
85 47 171 997
47 16 213 997
43 17 33 992
34 64 69 992
9 28 14 990
7 59 165 990
69 12 154 994
13 29 228 990
76 75 25 994
50 72 210 1000
65 45 159 990
90 39 216 999
34 64 21 994
51 50 215 990
79 91 218 1000
87 57 1 998
39 44 193 993
6 31 140 991
2 34 106 1000
38 67 15 999
92 82 166 993
58 30 22 994
65 45 234 994
40 6 150 992
73 98 108 996
17 55 18 992
83 76 87 992
50 72 179 995
55 100 93 994
1 68 216 996
12 60 6 1000
3 13 11 992
18 27 7 990
21 40 34 994
35 58 189 999
37 4 63 999
65 45 240 1000
82 51 43 995
8 43 194 992
97 19 100 996
41 20 201 996
94 54 60 1000
8 43 116 991
32 35 116 990
47 16 73 995
7 59 16 997
64 18 14 999
36 94 116 995
27 69 94 1000
19 56 22 990
40 6 97 999
64 18 100 994
62 8 122 1000
35 58 131 993
31 15 42 993
99 81 165 995
39 44 113 996
41 20 246 998
97 19 36 992
37 4 50 998
63 93 155 992
95 88 71 994
45 14 189 999
6 31 65 996
2 34 170 1000
89 83 18 994
90 39 250 998
5 74 49 993
90 39 67 999
77 80 138 992
17 55 182 999
45 14 147 998
75 84 203 999
55 100 29 996
39 44 20 991
13 29 60 993
74 23 7 999
36 94 227 995
61 71 201 996
68 66 99 994
49 2 186 990
4 90 116 998
74 23 203 994
87 57 97 993
47 16 164 990
35 58 65 998
71 52 133 990
76 75 106 991
32 35 5 1000
79 91 70 992
62 8 165 998
1 68 207 992
10 73 169 998
93 42 122 995
72 48 212 997
40 6 30 995
45 14 209 992
9 28 163 994
58 30 127 993
76 75 178 992
59 5 162 992
80 46 236 994
78 87 29 992
76 75 203 999
69 12 119 997
62 8 9 997
33 10 105 992
44 95 143 995
68 66 206 998
40 6 193 1000
85 47 141 995
25 7 200 991
49 2 167 995
12 60 138 999
3 13 140 991
51 50 214 996
69 12 110 1000
78 87 192 994
39 44 215 993
54 78 202 997
39 44 141 998
63 93 95 995
40 6 2 998
74 23 204 1000
94 54 82 991
44 95 117 996
35 58 167 994
63 93 105 995
65 45 233 999
50 72 221 999
70 99 223 994
5 74 113 996
83 76 32 999
85 47 121 1000
30 37 211 995
69 12 40 999
95 88 193 990
33 10 183 991
11 61 218 997
89 83 68 990
4 90 91 992
57 96 236 998
48 11 73 998
32 35 199 993
32 35 167 1000
41 20 86 992
16 38 247 997
85 47 138 992
69 12 58 992
82 51 23 999
40 6 203 995
57 96 46 990
79 91 140 990
8 43 26 993
1 68 234 995
61 71 69 992
33 10 59 991
5 74 17 998
36 94 21 993
96 70 220 990
71 52 155 990
83 76 124 997
57 96 82 995
58 30 46 997
49 2 103 991
34 64 44 999
38 67 232 996
60 26 217 993
28 53 239 997
27 95 171 3
34 64 193 993
75 84 231 996
93 42 57 990
61 71 54 1000
33 10 107 996
11 61 129 995
44 95 107 992
53 63 63 990
78 87 227 992
86 85 165 990
46 30 225 3
60 26 171 996
45 14 18 992
50 72 218 994
76 75 75 1000
43 17 217 994
11 61 218 990
91 32 100 1000
25 7 247 999
24 9 167 998
76 75 17 999
78 87 207 995
17 55 178 990
22 41 143 991
84 62 87 993
24 9 98 1000
80 46 119 1000
33 10 235 997
1 68 234 997
1 68 89 996
44 95 12 991
75 84 42 999
51 50 194 991
77 80 97 1000
13 29 98 993
68 66 57 996
18 27 230 990
37 4 65 998
35 58 6 995
76 75 158 990
93 42 12 995
71 52 116 996
41 20 121 1000
11 61 2 1000
57 96 206 1000
80 46 3 993
59 5 147 995
19 56 230 995
19 56 33 994
61 71 33 997
27 69 211 990
75 84 20 996
4 90 127 992
91 32 213 997
97 19 97 994
57 96 99 1000
49 2 92 992
56 36 164 999
74 23 234 994
48 42 58 992
7 59 6 999
45 14 13 997
44 95 127 1000
70 99 28 994
96 70 55 998
33 10 102 990
86 85 121 990
24 9 184 999
6 31 40 997
77 80 232 999
31 15 84 995
87 57 77 990
13 17 200 995
21 40 102 997
5 74 86 992
9 28 144 992
34 64 182 991
71 52 144 992
79 91 91 997
11 61 115 999
80 46 13 999
10 73 170 996
82 51 48 994
16 38 226 993
6 31 192 994
78 87 148 993
56 48 110 997
35 58 135 992
69 12 214 996
67 25 145 990
49 2 116 995
3 13 96 999
30 37 236 991
95 88 143 993
43 17 31 994
89 83 249 991
18 27 210 995
33 10 6 995
82 51 7 993
69 12 241 997
77 80 45 996
55 100 128 994
82 51 171 994
67 25 117 1000
90 39 129 1000
50 72 242 995
8 43 66 998
47 16 95 998
6 31 88 999
73 98 10 993
86 85 191 998
50 72 229 991
80 46 205 999
87 57 220 998
53 63 107 1000
46 49 181 1000
22 41 35 990
71 52 6 991
92 82 161 996
90 39 197 990
75 84 203 997
85 47 12 994
14 97 77 999
9 28 167 993
93 42 160 1000
61 71 171 990
21 40 131 996
74 23 232 991
87 57 97 999
47 16 210 998
82 51 69 996
88 33 150 998
28 53 79 994
93 42 97 996
83 76 228 993
77 80 217 1000
88 33 221 997
46 49 148 999
60 26 26 995
53 51 136 9
32 35 113 997
28 53 130 999
87 57 82 990
35 58 53 995
3 13 117 992
91 32 124 991
75 84 38 990
52 22 154 1000
30 37 150 998
82 51 231 993
79 91 114 990
47 16 118 992
52 22 206 997
30 37 196 991
78 87 191 1000
94 54 55 993
26 24 8 994
24 9 152 990
93 42 156 998
54 78 194 996
21 40 198 994
49 2 224 990
53 63 25 991
21 40 81 993
17 55 2 995
95 88 54 995
68 66 81 995
7 34 211 1
35 58 146 995
65 45 72 998
23 21 15 999
3 13 25 995
5 74 10 995
12 60 96 991
52 22 89 992
52 22 224 997
10 73 60 992
68 66 170 997
9 28 13 994
28 53 9 994
21 40 91 993
66 77 226 993
76 75 114 999
2 4 114 3
22 41 235 994
47 16 203 993
33 10 129 997
15 65 99 998
55 100 142 995
48 11 98 994
9 28 217 996
71 52 34 997
45 14 128 991
43 17 61 994
3 13 127 1000
19 56 159 993
72 48 148 999
14 97 205 1000
69 12 99 991
50 72 85 998
74 23 199 997
53 63 221 999
33 10 54 998
92 82 60 1000
26 24 234 999
40 6 36 993
76 71 43 4
13 29 108 997
95 88 175 995
33 10 50 995
96 70 190 991
72 48 53 992
41 20 208 991
90 39 53 992
37 4 76 994
17 55 93 997
92 82 26 998
40 6 160 997
51 50 158 991
57 96 235 999
16 38 123 994
78 87 107 996
16 38 71 998
43 17 35 991
54 78 217 999
55 100 212 999
80 46 67 994
98 92 34 991
68 66 192 990
55 100 108 999
18 27 174 993
36 94 165 990
80 46 186 994
21 40 129 998
54 78 81 995
40 6 40 993
47 16 168 1000
79 91 126 996
37 4 19 994
16 38 92 993
72 48 24 998
5 74 135 999
89 83 126 990
57 96 162 998
48 11 138 999
2 34 31 995
8 43 115 993
15 65 74 997
73 98 79 993
77 80 54 992
5 18 50 2
50 72 107 997
21 40 93 993
97 19 42 992
93 42 224 1000
97 19 240 999
9 28 23 990
25 7 61 999
61 71 154 1000
40 6 168 990
68 66 95 991
11 61 200 992
91 32 250 996
20 3 222 990
37 4 143 993
89 83 234 997
3 13 2 995
31 15 183 1000
18 27 42 999
12 60 245 998
46 49 28 993
99 81 49 1000
2 34 115 992
54 78 242 994
69 12 155 992
66 32 159 9
16 38 125 990
77 80 78 993
67 25 237 997
62 8 169 992
91 32 165 995
97 19 68 996
11 61 121 993
25 7 139 995
83 76 14 990
66 77 59 995
79 91 55 994
32 35 89 991
96 70 156 992
48 11 52 1000
41 20 193 996
57 96 82 995
15 65 235 996
32 35 242 997
48 11 193 999
65 45 132 990
94 54 190 994
59 5 190 999
61 71 238 997
21 40 170 992
34 64 22 990
60 26 133 997
11 61 36 994
53 63 249 999
39 44 125 996
60 26 8 997
14 97 233 997
84 62 120 995
69 12 201 1000
10 73 4 999
92 82 106 998
70 99 27 997
24 9 183 992
88 33 216 996
97 19 77 991
68 91 191 6
95 88 173 991
5 74 74 998
25 7 130 993
54 78 140 992
46 49 94 998
43 17 36 1000
5 74 209 999
22 41 204 992
37 4 41 994
76 75 185 990
22 41 153 995
12 60 135 999
62 8 125 992
62 8 44 990
78 84 214 7
82 51 117 1000
48 11 240 995
25 7 236 996
33 10 231 996
25 7 120 1000
75 84 170 995
9 28 97 997
44 95 167 991
37 25 221 9
66 77 60 991
86 85 177 995
20 3 65 996
67 25 74 1000
98 92 220 991
46 49 134 993
13 29 78 997
37 4 38 1000
11 61 63 990
72 48 138 999
47 16 34 991
19 56 119 996
20 3 72 996
78 87 33 991
15 65 81 1000
91 32 9 998
58 30 105 996
70 99 190 999
11 61 177 999
73 98 26 998
69 12 58 997
85 47 64 994
74 23 178 997
20 3 182 999
55 100 227 999
38 67 120 990
10 73 49 998
17 55 124 992
92 82 214 992
38 67 163 999
30 37 236 991
15 65 117 994
77 80 71 991
28 53 222 998
63 93 62 995
23 21 226 991
37 4 211 996
61 71 158 993
36 94 66 992
38 67 119 991
12 60 161 990
47 16 210 992
8 43 56 1000
52 22 25 996
13 29 161 998
93 42 24 991
9 28 201 997
92 82 219 999
88 33 198 993
95 88 180 995
50 72 203 995
27 69 172 992
3 13 202 1000
20 3 215 1000
46 49 166 1000
17 55 211 990
56 36 145 993
36 94 75 993
65 45 182 993
75 84 39 993
37 4 130 994
8 43 249 1000
25 7 4 994
74 23 216 997
43 17 208 997
36 94 169 994
61 71 141 995
5 74 215 997
4 90 117 994
38 67 189 1000
51 50 188 992
91 32 13 994
99 81 152 991
71 52 86 997
36 94 172 993
28 53 37 998
74 44 153 995
53 63 157 1000
98 92 229 998
78 87 125 996
96 70 80 992
53 63 232 994
51 50 150 992
83 76 16 993
79 91 42 994
44 95 80 997
67 25 80 992
49 2 133 992
88 33 38 994
43 17 226 990
53 63 53 998
37 4 88 995
16 38 237 991
12 60 85 996
84 62 88 994
85 47 77 994
93 42 28 998
44 95 214 996
75 84 135 991
63 93 143 994
57 96 193 994
74 23 235 999
59 5 201 993
50 72 151 990
46 49 85 998
93 42 58 1000
72 48 234 992
42 89 95 1000
7 59 150 991
38 67 30 990
18 27 209 990
36 94 62 999
77 80 193 1000
54 78 157 995
55 100 245 999
16 38 191 994
83 76 192 1000
4 90 182 991
38 67 159 999
63 93 95 992
13 29 20 990
22 41 22 991
11 61 145 992
86 85 222 1000
87 57 170 990
42 89 212 996
41 20 105 990
45 14 36 993
46 49 208 1000
35 58 180 996
83 76 184 995
13 29 153 994
62 8 244 999
40 6 180 990
43 17 143 996
79 91 46 992
60 26 135 998
79 91 234 996
59 5 163 991
89 83 172 991
13 29 236 992
